playerFirstName,playerLastName,playerId,age,seasonId,shoots,playerPositionCode,playerTeamsPlayedFor,gamesPlayed,goals,assists,shots,plusMinus,penaltyMinutes,timeOnIcePerGame,shiftsPerGame,
Michael,Frolik,8473564,28.3150684932,20142015,L,R,WPG,82,19,23,206,4,18,1050.3048,24.1585,
Raman,Hrabarenka,8477127,23.7945205479,20142015,R,D,NJD,1,0,0,0,1,0,715.0,16.0,
Tyler,Pitlick,8475752,24.6082191781,20142015,R,R,EDM,17,2,0,18,-3,4,746.5882,18.1176,
Brandon,Kozun,8475295,26.2602739726,20142015,R,R,TOR,20,2,2,8,-3,6,474.65,11.05,
Simon,Despres,8475155,24.8739726027,20142015,L,D,PIT|ANA,75,3,20,103,11,86,1011.96,22.72,
Mikhail,Grabovski,8471362,32.3643835616,20142015,L,C,NYI,51,9,10,81,3,8,856.4313,18.4313,
Taylor,Hall,8475791,24.5726027397,20142015,L,L,EDM,53,14,24,158,-1,40,1153.1886,24.5849,
Filip,Forsberg,8476887,21.8246575342,20142015,R,L,NSH,82,26,37,237,15,24,1039.8536,21.8414,
Cedric,Paquette,8476975,22.8246575342,20142015,L,C,TBL,64,12,7,91,4,51,816.6406,18.0156,
Matt,Nieto,8476442,23.5945205479,20142015,L,L,SJS,72,10,17,135,-12,20,915.3194,22.3611,
Patrik,Elias,8460542,40.1698630137,20142015,L,C,NJD,69,13,21,114,-20,12,1058.5217,23.7101,
Max,Pacioretty,8474157,27.5561643836,20142015,L,L,MTL,80,37,30,302,38,32,1163.6375,25.875,
Yannick,Weber,8474134,27.7150684932,20142015,R,D,VAN,65,11,10,117,4,30,1031.2615,24.6923,
Benoit,Pouliot,8471678,29.701369863,20142015,L,L,EDM,58,19,15,105,-1,28,997.3275,23.6206,
Evgeny,Kuznetsov,8475744,24.0602739726,20142015,L,C,WSH,80,11,26,127,10,24,799.8625,17.0625,
Kerby,Rychel,8477510,21.6739726027,20142015,L,L,CBJ,5,0,3,4,3,2,641.6,16.2,
Matt,Hendricks,8468611,34.9890410959,20142015,L,L,EDM,71,8,8,103,-14,76,789.1267,19.7887,
Nathan,MacKinnon,8477492,20.7726027397,20142015,R,C,COL,64,14,24,192,-7,34,1022.875,21.3125,
John,Klingberg,8475906,23.8219178082,20142015,R,D,DAL,65,11,29,98,5,32,1310.4923,27.0,
Nick,Spaling,8474096,27.7260273973,20142015,L,C,PIT,82,9,18,90,-2,26,914.317,22.0,
Marco,Scandella,8474618,26.295890411,20142015,L,D,MIN,64,11,12,112,8,56,1303.4375,29.0781,
